  0.3666666690000E+00  0.5000000000000E+03  0.8000000000000E+01 -0.5000000000000E-02  0.1000000000000E-01  0.3153600000000E+02
  0.2998333138200E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2996666520400E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2991666667067E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2986666813767E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2981666575533E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2976666529700E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2971666676367E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2966666823067E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2928333459500E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2923333413700E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2913333322133E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2908333468833E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2903333423067E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2898333184800E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2893333331433E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2888333478133E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
  0.2883333432367E+02  0.5000000000000E+03  0.8000000000000E+01  0.1000000000000E-01  0.2500000000000E-01  0.3153600000000E+02
